ID_HECHO,FECHA,VEHICULO_VICTIMA,SEXO_VICTIMA,EDAD_VICTIMA,GRAVEDAD,ROL_VICTIMA,RANGO_ETARIO
LC-2020-0227216,2020-05-05,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0249725,2020-05-20,MOTO,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0250528,2020-05-20,MOTO,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0255738,2020-05-23,MIXTO,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0255738,2020-05-23,MIXTO,MASCULINO,63.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0258997,2020-05-26,MOTO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0359146,2020-06-23,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0364659,2020-06-25,MOTO,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0364692,2020-06-25,PEATON,FEMENINO,82.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0387656,2020-07-02,CICLISTA,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0411954,2020-07-05,MOTO,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0425715,2020-07-10,MOTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0425715,2020-07-10,MOTO,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0441454,2020-07-18,AUTO,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0462716,2020-08-03,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0466875,2020-08-06,MOTO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0473681,2020-08-11,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0482303,2020-08-16,MOTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0482514,2020-08-17,MOTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0482971,2020-08-17,CICLISTA,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0490919,2020-08-23,AUTO,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0499601,2020-08-30,PEATON,FEMENINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0504125,2020-09-02,MOTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0505466,2020-09-03,PEATON,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0511759,2020-09-08,MOTO,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0511931,2020-09-09,PEATON,FEMENINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0522629,2020-09-16,MOTO,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0538055,2020-09-26,MOTO,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0538059,2020-09-26,AUTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0540774,2020-09-28,PEATON,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0541979,2020-09-29,AUTO,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0555644,2020-10-07,,MASCULINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0561754,2020-10-12,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0571236,2020-10-18,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0579134,2020-10-23,,MASCULINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0586570,2020-10-28,,MASCULINO,52.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0588109,2020-10-29,,FEMENINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0588109,2020-10-29,,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0588109,2020-10-29,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0590552,2020-10-31,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0590552,2020-10-31,,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0590552,2020-10-31,,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0590552,2020-10-31,,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0590736,2020-10-31,,MASCULINO,36.0,GRAVE,,3_ 30 a 39 años
LC-2020-0590736,2020-10-31,,MASCULINO,56.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0592817,2020-11-02,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0595529,2020-11-03,PEATON,FEMENINO,58.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0602304,2020-11-08,TAXI,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0614214,2020-11-14,,FEMENINO,59.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0614214,2020-11-14,,FEMENINO,17.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2020-0615320,2020-11-16,,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0615919,2020-11-16,MOVIL,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0615971,2020-11-16,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0618116,2020-11-17,,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0621077,2020-11-19,PEATON,,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0621077,2020-11-19,PEATON,,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0628149,2020-11-24,MOTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0631989,2020-11-27,MOTO,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0635450,2020-11-29,CICLISTA,,,LEVEMENTE HERIDO,,
LC-2020-0638399,2020-12-01,,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0649090,2020-12-09,,,,LEVEMENTE HERIDO,,
LC-2020-0650559,2020-12-10,,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0650559,2020-12-10,,,,LEVEMENTE HERIDO,,
LC-2020-0650709,2020-12-10,,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0655128,2020-12-12,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0655284,2020-12-13,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0655563,2020-12-13,,MASCULINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0665997,2020-12-18,,MASCULINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0666241,2020-12-19,,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0667920,2020-12-20,,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0670220,2020-12-21,,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0010966,2020-01-06,PEATON,FEMENINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0018203,2020-01-09,PEATON,FEMENINO,,LEVEMENTE HERIDO,,
LC-2020-0025022,2020-01-13,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0030534,2020-01-15,PEATON,MASCULINO,62.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0041475,2020-01-20,,FEMENINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0044861,2020-01-22,PEATON,FEMENINO,71.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0045792,2020-01-22,PEATON,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0054711,2020-01-26,MOTO,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0062215,2020-01-29,MOTO,FEMENINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0067245,2020-01-31,MOTO,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0068902,2020-02-01,AUTO,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0068909,2020-02-01,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0068909,2020-02-02,MOTO,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0074612,2020-02-04,PEATON,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0074934,2020-02-04,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0079949,2020-02-06,PEATON,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0093902,2020-02-12,CICLISTA,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0100184,2020-02-15,MOTO,FEMENINO,20.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0104399,2020-02-17,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0104920,2020-02-17,MOTO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0106361,2020-02-18,MOTO,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0109645,2020-02-19,MOTO,MASCULINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0113168,2020-02-20,MOTO,MASCULINO,36.0,GRAVE,,3_ 30 a 39 años
LC-2020-0117334,2020-02-22,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0132057,2020-03-01,PEATON,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0132192,2020-03-01,MOTO,FEMENINO,,LEVEMENTE HERIDO,,
LC-2020-0143699,2020-03-05,TAXI,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0143699,2020-03-05,TAXI,FEMENINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0146170,2020-03-06,TAXI,MASCULINO,58.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0146958,2020-03-06,,,,LEVEMENTE HERIDO,,
LC-2020-0148788,2020-03-07,TRANSPORTE PUBLICO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0150469,2020-03-09,,,,LEVEMENTE HERIDO,,
LC-2020-0161162,2020-03-12,PEATON,MASCULINO,61.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0166972,2020-03-16,PEATON,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0168048,2020-03-16,TRANSPORTE PUBLICO,FEMENINO,64.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0168892,2020-03-16,PEATON,FEMENINO,86.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0169584,2020-03-17,PEATON,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0172515,2020-03-18,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0179532,2020-03-25,TRANSPORTE PUBLICO,MASCULINO,57.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0183124,2020-03-29,,MASCULINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0183124,2020-03-29,,FEMENINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0206125,2020-04-21,CICLISTA,MASCULINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0208894,2020-04-24,CICLISTA,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0209815,2020-04-24,CICLISTA,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0235152,2020-05-11,PEATON,FEMENINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0243509,2020-05-16,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0256284,2020-05-24,TRANSPORTE PUBLICO,FEMENINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0273183,2020-06-02,MOTO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0296806,2020-06-13,MOTO,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0296806,2020-06-13,MOTO,FEMENINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0314539,2020-06-17,PEATON,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0319919,2020-06-20,MOTO,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0332518,2020-06-21,MOTO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0420160,2020-07-08,TRANSPORTE PUBLICO,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0420160,2020-07-08,TRANSPORTE PUBLICO,MASCULINO,53.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0420160,2020-07-08,TRANSPORTE PUBLICO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0420160,2020-07-08,TRANSPORTE PUBLICO,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0420160,2020-07-08,TRANSPORTE PUBLICO,FEMENINO,27.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0428719,2020-07-11,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0438463,2020-07-16,MOTO,MASCULINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0445558,2020-07-21,PEATON,FEMENINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0446489,2020-07-21,CICLISTA,FEMENINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0451296,2020-07-25,,FEMENINO,78.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0458114,2020-07-30,MOTO,MASCULINO,29.0,GRAVE,,2_ 18 a 29 años
LC-2020-0463769,2020-08-04,MOTO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0472989,2020-08-10,TRANSPORTE PUBLICO,,,LEVEMENTE HERIDO,,
LC-2020-0480307,2020-08-14,PEATON,FEMENINO,70.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0497873,2020-08-28,MOTO,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0501754,2020-09-01,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0505171,2020-09-03,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0530018,2020-09-21,PEATON,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0536168,2020-09-25,MOTO,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0560268,2020-10-10,,FEMENINO,66.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0562465,2020-10-12,,FEMENINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0571211,2020-10-18,,,,LEVEMENTE HERIDO,,
LC-2020-0586865,2020-10-29,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0586986,2020-10-29,,MASCULINO,22.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0591705,2020-11-01,AUTO,FEMENINO,43.0,GRAVE,,4_ 45 a 49 años
LC-2020-0591705,2020-11-01,AUTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0600363,2020-11-06,PEATON,MASCULINO,58.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0610208,2020-11-12,CICLISTA,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0612943,2020-11-13,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0614486,2020-11-15,,FEMENINO,39.0,GRAVE,,3_ 30 a 39 años
LC-2020-0615488,2020-11-16,MOTO,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0617762,2020-11-17,AUTO,FEMENINO,1.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2020-0624327,2020-11-21,PEATON,FEMENINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0629804,2020-11-25,,,,LEVEMENTE HERIDO,,
LC-2020-0630126,2020-11-25,MOTO,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0635434,2020-11-29,CICLISTA,MASCULINO,19.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0637080,2020-11-30,TRANSPORTE PUBLICO,FEMENINO,74.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0640792,2020-12-02,,FEMENINO,43.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0641858,2020-12-03,,FEMENINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0648772,2020-12-09,,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0650374,2020-12-10,,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0656219,2020-12-14,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0674854,2020-12-24,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0676519,2020-12-26,,MASCULINO,3.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2020-0676679,2020-12-26,,,,LEVEMENTE HERIDO,,
LC-2020-0677477,2020-12-27,,MASCULINO,54.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0679571,2020-12-28,,MASCULINO,90.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0680588,2020-12-29,,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0001867,2020-01-02,MOTO,FEMENINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0001867,2020-01-02,MOTO,MASCULINO,33.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0023472,2020-01-11,MIXTO,MASCULINO,65.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0042971,2020-01-21,PEATON,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0046237,2020-01-22,,MASCULINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0062438,2020-01-29,TAXI,,,LEVEMENTE HERIDO,,
LC-2020-0077348,2020-02-05,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0081715,2020-02-07,TAXI,,,LEVEMENTE HERIDO,,
LC-2020-0083874,2020-02-08,MOTO,MASCULINO,40.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0087207,2020-02-10,MOTO,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0088362,2020-02-11,MOTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0113082,2020-02-20,MOTO,MASCULINO,48.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0120245,2020-02-25,PEATON,,,LEVEMENTE HERIDO,,
LC-2020-0140258,2020-03-04,MOVIL,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0142145,2020-03-05,,MASCULINO,55.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0142145,2020-03-05,,MASCULINO,51.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0193352,2020-04-09,PEATON,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0222794,2020-04-30,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0233750,2020-05-09,PEATON,MASCULINO,37.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0361807,2020-06-23,PEATON,MASCULINO,71.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0431109,2020-07-13,MOTO,MASCULINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0456416,2020-07-29,MOTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0522360,2020-09-16,PEATON,MASCULINO,31.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0572476,2020-10-19,,MASCULINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0582727,2020-10-26,,MASCULINO,53.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0616610,2020-11-16,CICLISTA,FEMENINO,30.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0616610,2020-11-16,CICLISTA,FEMENINO,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0642083,2020-12-03,,MASCULINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0649512,2020-12-09,,,,LEVEMENTE HERIDO,,
LC-2020-0670995,2020-12-22,,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0006316,2020-12-29,PEATON,MASCULINO,42.0,GRAVE,,4_ 45 a 49 años
LC-2020-0001118,2020-01-02,MOTO,FEMENINO,38.0,GRAVE,,3_ 30 a 39 años
LC-2020-0001118,2020-01-01,MOTO,MASCULINO,33.0,GRAVE,,3_ 30 a 39 años
LC-2020-0010731,2020-01-06,PEATON,MASCULINO,76.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0010967,2020-01-06,PEATON,FEMENINO,68.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0016107,2020-01-08,CAMION,MASCULINO,25.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0019581,2020-01-09,MOTO,MASCULINO,47.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0030210,2020-01-15,CICLISTA,MASCULINO,,LEVEMENTE HERIDO,,
LC-2020-0041539,2020-01-20,MOTO,MASCULINO,28.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0043901,2020-01-21,PEATON,MASCULINO,42.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0047073,2020-01-22,,MASCULINO,46.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0049943,2020-01-24,CICLISTA,FEMENINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0052516,2020-01-25,,MASCULINO,32.0,GRAVE,,3_ 30 a 39 años
LC-2020-0052516,2020-01-25,,MASCULINO,18.0,GRAVE,,2_ 18 a 29 años
LC-2020-0054089,2020-01-26,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0103816,2020-02-17,MOTO,,,LEVEMENTE HERIDO,,
LC-2020-0107593,2020-02-18,PEATON,FEMENINO,24.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0125554,2020-02-27,AUTO,FEMENINO,60.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0125844,2020-02-27,MOTO,MASCULINO,21.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
HC-2020-0129167,2020-02-28,MOTO,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0152930,2020-03-09,MOTO,MASCULINO,38.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0153437,2020-03-10,,MASCULINO,51.0,GRAVE,,5_ 50 a 59 años
LC-2020-0174002,2020-03-19,CICLISTA,MASCULINO,35.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0185173,2020-03-31,MOTO,MASCULINO,38.0,GRAVE,,3_ 30 a 39 años
LC-2020-0223883,2020-05-02,,FEMENINO,32.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0319543,2020-06-20,MOTO,MASCULINO,45.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0319559,2020-06-20,MOTO,MASCULINO,23.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0375535,2020-06-29,,MASCULINO,31.0,GRAVE,,3_ 30 a 39 años
LC-2020-0375535,2020-06-29,,,,LEVEMENTE HERIDO,,
LC-2020-0430659,2020-07-13,AUTO,MASCULINO,36.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0430659,2020-07-13,AUTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0448250,2020-07-23,AUTO,MASCULINO,44.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0448790,2020-07-23,PEATON,MASCULINO,50.0,LEVEMENTE HERIDO,,5_ 50 a 59 años
LC-2020-0451092,2020-07-25,AUTO,MASCULINO,16.0,LEVEMENTE HERIDO,,1_ 0 a 17 años
LC-2020-0452236,2020-07-26,AUTO,,39.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0481838,2020-08-16,MOTO,MASCULINO,34.0,LEVEMENTE HERIDO,,3_ 30 a 39 años
LC-2020-0481838,2020-08-16,MOTO,FEMENINO,26.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0497281,2020-08-28,AUTO,MASCULINO,18.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0534912,2020-09-24,UTILITARIO,MASCULINO,41.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0562449,2020-10-12,,FEMENINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0564315,2020-10-13,,FEMENINO,65.0,LEVEMENTE HERIDO,,6_ 60 años o mas
LC-2020-0566235,2020-10-15,,MASCULINO,29.0,LEVEMENTE HERIDO,,2_ 18 a 29 años
LC-2020-0595200,2020-11-03,CICLISTA,MASCULINO,17.0,GRAVE,,1_ 0 a 17 años
LC-2020-0595200,2020-11-03,CICLISTA,FEMENINO,49.0,LEVEMENTE HERIDO,,4_ 45 a 49 años
LC-2020-0621732,2020-11-19,,MASCULINO,43.0,GRAVE,,4_ 45 a 49 años
