ID_HECHO,N_VICTIMAS,FECHA,HORA,COMUNA,TIPO_DE_CALLE,XY (CABA),LONGITUD,LATITUD,VEHICULO_ACUSADO
LC-2019-0022256,1,2019-01-11,12.0,,,,,,
LC-2019-0022273,1,2019-01-11,12.0,5,,Point (103750.5534958354983246 101906.87928539572749287),-58.422407,-34.612074,
LC-2019-0022298,1,2019-01-11,12.0,14,,Point (104730.94331066870654467 105412.25832853069005068),-58.411737,-34.580471,
LC-2019-0022348,1,2019-01-11,12.0,3,,Point (106428.39962884604756255 101222.29290490866696928),-58.393205,-34.618232,
LC-2019-0022492,1,2019-01-11,13.0,9,,Point (98084.55382153160462622 98062.22056137179606594),-58.484193,-34.646736,
LC-2019-0022559,1,2019-01-11,13.0,15,,Point (99526.53264304931508377 105117.01079656653746497),-58.46846,-34.583143,
LC-2019-0022606,1,2019-01-11,13.0,8,,Point (98827.12264012498781085 93456.46050079319684301),-58.4761,-34.688255,
LC-2019-0022670,1,2019-01-11,13.0,11,,Point (97498.33026620054442901 101484.94023474068671931),-58.490577,-34.615881,
LC-2019-0022774,1,2019-01-11,15.0,4,,Point (102951.47809355166100431 98566.28295947960577905),-58.431108,-34.64219,
LC-2019-0022790,1,2019-01-11,13.0,1,,Point (107235.73937133308209013 100769.09178125142352656),-58.384398,-34.622312,
LC-2019-0023022,1,2019-01-11,14.0,8,,Point (98253.48756378777034115 94927.91562271110888105),-58.482357,-34.67499,
LC-2019-0023164,1,2019-01-11,17.0,15,,Point (97284.01474598063214216 103571.97911146596015897),-58.492907,-34.597067,
LC-2019-0023309,1,2019-01-11,17.0,1,,Point (107377.47507783946639393 100253.69312864032690413),-58.382848,-34.626957,
LC-2019-0023360,1,2019-01-11,19.0,3,,Point (105332.76381768083956558 102874.78277471370529383),-58.405162,-34.603342,
LC-2019-0023362,1,2019-01-11,19.0,4,,Point (104945.32084662017587107 99597.79451036437239964),-58.409367,-34.632884,
LC-2019-0023485,1,2019-01-11,18.0,9,,Point (96655.47380753079778515 96793.71615265063883271),-58.499786,-34.658167,
LC-2019-0023539,1,2019-01-11,20.0,1,,Point (107100.11719046995858662 101264.51511565044347662),-58.385881,-34.617847,
LC-2019-0023555,1,2019-01-11,21.0,12,,Point (98785.7318278349848697 106616.19595141522586346),-58.476532,-34.569628,
LC-2019-0023599,1,2019-01-11,20.0,3,,Point (106454.40409584093140438 101692.96630583865044173),-58.392925,-34.613989,
LC-2019-0023727,1,2019-01-11,23.0,11,,Point (98104.55549408670049161 102769.91899689515412319),-58.483964,-34.604299,
LC-2019-0024454,1,2019-01-11,11.0,1,,Point (107126.76939709282305557 105660.44908408593619242),-58.385627,-34.57822,
LC-2019-0032150,1,2019-01-11,10.0,15,,Point (98961.36726163007551804 105838.69063509457919281),-58.474619,-34.576637,
LC-2019-0040263,1,2019-01-11,15.0,1,,Point (107915.95619787671603262 103833.74282030398899224),-58.377009,-34.594681,
LC-2019-0687058,1,2019-01-11,9.0,,,Point (96982.6358422506 108957.813038542),,,
LC-2019-0688515,1,2019-01-11,16.0,,,Point (108067.125594 104023.680363),,,
LC-2019-0023692,2,2019-01-12,21.0,11,,Point (97127.60879400141129736 103573.59496732315164991),-58.494612,-34.597052,
LC-2019-0023777,1,2019-01-12,1.0,5,,Point (104536.92633336019935086 100944.07195573578064796),-58.413828,-34.62075,
LC-2019-0023860,2,2019-01-12,5.0,9,,Point (94924.01265093780239113 98900.77695212449179962),-58.518662,-34.639166,
LC-2019-0023868,1,2019-01-12,7.0,14,,Point (103598.9540598147577839 106483.04055063330451958),-58.424079,-34.570823,
LC-2019-0023906,5,2019-01-12,8.0,13,,Point (100310.5094502278661821 107874.25493537244619802),-58.459916,-34.558288,
LC-2019-0024132,1,2019-01-12,14.0,10,,Point (94522.91599689902795944 99455.88104588311398402),-58.523033,-34.63416,
LC-2019-0024257,1,2019-01-12,13.0,7,,Point (99687.39150784950470552 99910.25008985771273728),-58.466709,-34.630079,
LC-2019-0024265,1,2019-01-12,12.0,8,,Point (97903.60578723424987402 95590.34192817154689692),-58.486173,-34.669018,
LC-2019-0024269,1,2019-01-12,12.0,9,,Point (97648.91803645406616852 96219.6102674983558245),-58.48895,-34.663345,
LC-2019-0024408,1,2019-01-12,14.0,11,,Point (95676.87736005883198231 101953.50631195961614139),-58.510435,-34.611651,
LC-2019-0024465,1,2019-01-12,14.0,6,,Point (101868.14722641378466506 99990.95033885719021782),-58.442927,-34.62935,
LC-2019-0024488,1,2019-01-12,17.0,1,,Point (107291.56169864034745842 100500.92132286247215234),-58.383787,-34.624729,
LC-2019-0024600,1,2019-01-12,19.0,7,,Point (101074.8531286571524106 99848.30008726510277484),-58.451578,-34.630637,
LC-2019-0024719,1,2019-01-12,20.0,11,,Point (100241.36870644320151769 101655.46370585028489586),-58.460668,-34.614347,
LC-2019-0024752,1,2019-01-12,21.0,15,,Point (99702.20904702237749007 103295.49783754117379431),-58.466546,-34.599563,
LC-2019-0024755,2,2019-01-12,22.0,4,,Point (105986.40449894811899867 99009.90073425363516435),-58.398009,-34.638178,
LC-2019-0024778,1,2019-01-12,17.0,4,,Point (108338.52531230357999448 97829.41631192844943143),-58.372344,-34.648803,
LC-2019-0025473,1,2019-01-12,21.0,15,,Point (103327.35375955795461778 103671.87720155440911185),-58.427028,-34.596165,
LC-2019-0033162,1,2019-01-12,11.0,6,,Point (103217.5423610038269544 100972.79438487801235169),-58.428215,-34.620496,
LC-2019-0267484,1,2019-01-12,20.0,14,,Point (104881.92884738759312313 104459.82093661383260041),-58.410086,-34.589056,
LC-2019-0757409,1,2019-01-12,6.0,,,Point (99744.1439377455 105520.728400727),,,
LC-2019-0024930,1,2019-01-13,1.0,12,,Point (95300.31638014066265896 105287.19680712223635055),-58.514522,-34.581598,
LC-2019-0025033,1,2019-01-13,5.0,10,,Point (93923.75122871217899956 99800.28565450613677967),-58.529565,-34.631052,
LC-2019-0025067,1,2019-01-13,7.0,3,,Point (105790.85585471783997491 100375.95321126225462649),-58.400151,-34.625865,
LC-2019-0025088,1,2019-01-13,7.0,11,,Point (94724.61763981114199851 103791.7271752701344667),-58.520806,-34.595076,
LC-2019-0025109,2,2019-01-13,8.0,1,,Point (106743.69651261541002896 100584.53417848394019529),-58.389762,-34.623979,
LC-2019-0025134,1,2019-01-13,8.0,7,,,,,
LC-2019-0025154,1,2019-01-13,8.0,12,,Point (96067.23914321640040725 107249.95967857936921064),-58.506154,-34.563908,
LC-2019-0025411,3,2019-01-13,16.0,7,,Point (100463.0038091033056844 98703.73137854448577855),-58.45825,-34.640955,
LC-2019-0025428,2,2019-01-13,16.0,10,,Point (98602.27713906357530504 99143.25748395996924955),-58.478544,-34.636992,
LC-2019-0025548,2,2019-01-13,18.0,4,,Point (106336.65603207499952987 97530.14066967323014978),-58.394178,-34.651515,
LC-2019-0025711,1,2019-01-13,23.0,7,,Point (100604.20136350081884302 100288.96895295960712247),-58.456711,-34.626665,
LC-2019-0025730,2,2019-01-13,21.0,9,,Point (97018.61874635619460605 97741.22114298108499497),-58.495821,-34.649627,
LC-2019-0025772,1,2019-01-13,20.0,7,,Point (99524.55790931795490906 99554.5883441906189546),-58.468485,-34.633285,
LC-2019-0052617,2,2019-01-13,2.0,15,,Point (101812.89007897909323219 104045.68967498767597135),-58.443538,-34.592799,
LC-2019-0025021,1,2019-01-13,2.0,,,Point (108629.964506752 101606.761130562),,,
LC-2019-0026619,1,2019-01-14,11.0,14,,Point (102107.25382916915987153 105180.36306848021922633),-58.440332,-34.58257,
LC-2019-0027065,1,2019-01-14,13.0,1,,Point (108439.17669044950162061 103381.89602740333066322),-58.371301,-34.59875,
LC-2019-0028384,1,2019-01-14,17.0,11,,Point (96271.86721811960160267 102130.70763699286908377),-58.503947,-34.610056,
LC-2019-0025831,2,2019-01-14,1.0,1,,Point (109399.46717352629639208 102698.07001902721822262),-58.360825,-34.604906,
LC-2019-0025841,2,2019-01-14,2.0,9,,Point (96486.29451313764730003 95039.44548279355512932),-58.501639,-34.67398,
LC-2019-0026116,1,2019-01-14,9.0,4,,Point (107145.40202955111453775 98488.248734696637257),-58.385364,-34.642873,
LC-2019-0026635,2,2019-01-14,11.0,15,,Point (101742.67073212660034187 103827.83005789050366729),-58.444303,-34.594763,
LC-2019-0027083,1,2019-01-14,13.0,4,,Point (103372.02491699348320253 98037.09694972194847651),-58.426519,-34.646959,
LC-2019-0027156,1,2019-01-14,11.0,6,,Point (101916.88947431613632943 102520.6699988600157667),-58.442401,-34.606546,
LC-2019-0027204,1,2019-01-14,12.0,15,,Point (101079.61674304303596728 103118.62024082301650196),-58.45153,-34.601157,
LC-2019-0027208,1,2019-01-14,12.0,3,,Point (106050.53085252763412427 102177.57268470211420208),-58.397332,-34.609623,
LC-2019-0027290,1,2019-01-14,12.0,11,,Point (96007.3601682607550174 102944.51401977348723449),-58.506827,-34.602719,
LC-2019-0027336,1,2019-01-14,14.0,5,,Point (103827.13931704766582698 103487.42695438663940877),-58.421579,-34.597826,
LC-2019-0027551,1,2019-01-14,15.0,12,,Point (97946.64224778236530256 109457.46728610651916824),-58.485669,-34.544014,
LC-2019-0027620,1,2019-01-14,15.0,1,,Point (107457.512617783373571 103212.33955459299613722),-58.382001,-34.600286,
LC-2019-0027679,1,2019-01-14,15.0,1,,Point (108352.4175847552542109 104733.80680361088889185),-58.37226,-34.586564,
LC-2019-0027748,1,2019-01-14,15.0,4,,Point (108914.40231708697683644 98748.74855398152431007),-58.366072,-34.640511,
LC-2019-0027769,1,2019-01-14,16.0,3,,Point (106265.84557254424726125 101567.07426762366958428),-58.39498,-34.615125,
LC-2019-0027969,1,2019-01-14,16.0,10,,Point (94689.90966113592730835 101157.48188866190321278),-58.521201,-34.618822,
LC-2019-0028124,1,2019-01-14,17.0,13,,Point (100183.20620989284361713 107155.85840292590728495),-58.461303,-34.564764,
LC-2019-0028203,1,2019-01-14,18.0,7,,Point (99222.11808796804689337 99937.5095945024950197),-58.471783,-34.629833,
LC-2019-0028228,2,2019-01-14,17.0,4,,Point (108636.04450453570461832 99736.43519462700351141),-58.369118,-34.63161,
LC-2019-0028499,1,2019-01-14,20.0,4,,Point (105374.97696414415258914 97648.2239022190333344),-58.404669,-34.650456,
LC-2019-0028597,1,2019-01-14,22.0,11,,Point (99757.65257493832905311 102106.07255995181913022),-58.465942,-34.610285,
LC-2019-0028635,1,2019-01-14,23.0,1,,Point (107943.95786019407387357 104828.78973928770574275),-58.376713,-34.585711,
LC-2019-0028641,1,2019-01-14,21.0,8,,Point (100729.54449628207657952 93850.00336855923524126),-58.455339,-34.684708,
LC-2019-0028794,1,2019-01-14,22.0,8,,Point (100506.39912577194627374 93656.76855461251398083),-58.457774,-34.68645,
LC-2019-0030752,1,2019-01-14,21.0,6,,Point (101202.98684684417094104 100120.18376866556354798),-58.450181,-34.628186,
LC-2019-0033421,1,2019-01-14,19.0,14,,Point (103961.56378884159494191 105312.88608195159758907),-58.420122,-34.58137,
LC-2019-0030658,1,2019-01-15,20.0,13,,Point (101791.67670647993509192 107354.82057945520500652),-58.443776,-34.562969,
LC-2019-0028657,3,2019-01-15,0.0,1,,Point (107212.2080119738529902 101765.07254341068619397),-58.384663,-34.613334,
LC-2019-0028702,2,2019-01-15,1.0,1,,Point (107506.31635153508977965 101052.75716789372381754),-58.38145,-34.619753,
LC-2019-0028731,3,2019-01-15,3.0,9,,Point (96250.09204467709059827 96208.60104013988166116),-58.504211,-34.66344,
LC-2019-0028782,1,2019-01-15,2.0,9,,Point (96250.09204467709059827 96208.60104013988166116),-58.504211,-34.66344,
LC-2019-0028796,1,2019-01-15,5.0,11,,Point (94584.00466827477794141 103451.30194722392479889),-58.522341,-34.598144,
LC-2019-0029010,1,2019-01-15,8.0,1,,Point (108549.18920359811454546 102910.7724762691068463),-58.370097,-34.602996,
LC-2019-0029065,2,2019-01-15,8.0,8,,Point (100983.19802222412545234 95697.4868047447380377),-58.452573,-34.668054,
LC-2019-0029336,2,2019-01-15,8.0,12,,Point (96744.47831527775269933 105001.17483341917977668),-58.498783,-34.584182,
LC-2019-0029346,1,2019-01-15,9.0,15,,Point (98772.67053102391946595 105513.41131783179298509),-58.476676,-34.579569,
LC-2019-0029347,1,2019-01-15,9.0,3,,Point (105772.8140145570068853 100562.1112468603241723),-58.400349,-34.624187,
LC-2019-0029367,1,2019-01-15,10.0,4,,Point (108494.31455367032322101 99971.63469532947055995),-58.370666,-34.629491,
LC-2019-0029566,1,2019-01-15,11.0,,,,,,
LC-2019-0030128,1,2019-01-15,15.0,3,,Point (104858.45344408098026179 102005.76680455626046751),-58.410328,-34.611178,
LC-2019-0030272,1,2019-01-15,16.0,1,,Point (107813.04654733679490164 102979.97571435528516304),-58.378123,-34.602378,
LC-2019-0030300,1,2019-01-15,10.0,4,,Point (104317.11827912823355291 97992.55752619786653668),-58.41621,-34.647357,
LC-2019-0030352,1,2019-01-15,17.0,2,,Point (106454.31286134026595391 103285.19421042370959185),-58.392938,-34.599636,
LC-2019-0030435,1,2019-01-15,17.0,3,,Point (106428.36916667009063531 101577.3914768634858774),-58.393208,-34.615031,
LC-2019-0030566,1,2019-01-15,19.0,5,,Point (104285.5630542191065615 99755.97888249754032586),-58.416563,-34.631461,
LC-2019-0030574,1,2019-01-15,18.0,7,,Point (102339.01319354920997284 98495.90058978286106139),-58.437788,-34.642826,
LC-2019-0030786,1,2019-01-15,23.0,2,,Point (106571.58859684232447762 103347.67877584765665233),-58.39166,-34.599072,
LC-2019-0030792,1,2019-01-15,23.0,14,,Point (102681.01980882936913986 106353.99860269414784852),-58.434082,-34.571989,
LC-2019-0030793,1,2019-01-15,23.0,1,,Point (106595.86998808477073908 100714.32148530574340839),-58.391375,-34.62281,
LC-2019-0030858,1,2019-01-15,23.0,2,,Point (106064.08427065760770347 103275.13898820213216823),-58.397192,-34.599729,
LC-2019-0031001,1,2019-01-15,17.0,4,,Point (104626.67153066422906704 98830.84932777825451922),-58.412838,-34.639799,
LC-2019-0035369,1,2019-01-15,18.0,11,,Point (99826.25650764851889107 102177.515637661141227),-58.465194,-34.609641,
LC-2019-0031641,1,2019-01-16,12.0,4,,Point (108158.74131798215967137 98031.36516007586033083),-58.374307,-34.646984,
LC-2019-0032903,1,2019-01-16,17.0,1,,Point (107758.33335083593556192 101055.1021699804259697),-58.378702,-34.61973,
LC-2019-0033489,1,2019-01-16,17.0,15,,Point (101149.58594016850111075 104501.61588467069668695),-58.450769,-34.58869,
LC-2019-0031071,1,2019-01-16,8.0,1,,Point (107675.33562912412162405 100163.04134602910198737),-58.379599,-34.627772,
LC-2019-0031424,1,2019-01-16,9.0,11,,Point (93943.37017084909894038 102026.73807796579785645),-58.529335,-34.610982,
LC-2019-0031634,1,2019-01-16,12.0,5,,Point (104016.26510408947069664 99997.93394669055123813),-58.419501,-34.629281,
LC-2019-0032487,2,2019-01-16,14.0,12,,Point (97595.80451516502944287 104998.88856938289245591),-58.489504,-34.584205,
LC-2019-0032605,1,2019-01-16,14.0,1,,Point (108567.3724841564981034 101338.93794038423220627),-58.369883,-34.617165,
LC-2019-0032607,1,2019-01-16,16.0,9,,Point (95530.47039084834977984 96948.7634600791207049),-58.512058,-34.656765,
LC-2019-0032657,2,2019-01-16,16.0,13,,Point (102511.46655314427334815 108510.79616238304879516),-58.435936,-34.552547,
LC-2019-0032834,1,2019-01-16,15.0,10,,Point (96314.50155370295397006 100580.42813174251932651),-58.503489,-34.624031,
LC-2019-0033174,1,2019-01-16,19.0,3,,Point (105547.6079085629171459 100901.15026807255344465),-58.402807,-34.621132,
LC-2019-0033180,1,2019-01-16,19.0,1,,Point (106744.16179356657085009 101735.13795098618720658),-58.389766,-34.613607,
LC-2019-0033263,1,2019-01-16,17.0,12,,Point (97215.08236108247365337 106397.08834525148267858),-58.493649,-34.5716,
LC-2019-0033333,1,2019-01-16,18.0,15,,Point (98845.13432141732482705 103565.99160644251969643),-58.475889,-34.597124,
LC-2019-0033368,1,2019-01-16,20.0,14,,Point (102182.85393751983065158 107172.1439734288433101),-58.439513,-34.564615,
LC-2019-0033399,1,2019-01-16,20.0,10,,Point (96950.95128289374406449 99138.30213204477331601),-58.496554,-34.637033,
LC-2019-0033412,1,2019-01-16,21.0,14,,Point (103598.9540598147577839 106483.04055063330451958),-58.424079,-34.570823,
LC-2019-0033440,1,2019-01-16,15.0,3,,Point (104992.48695449883234687 102068.81740134254505392),-58.408867,-34.610609,
LC-2019-0033459,1,2019-01-16,20.0,12,,Point (98629.06330618647916708 107992.18094443739391863),-58.478237,-34.557224,
LC-2019-0033593,1,2019-01-16,23.0,15,,Point (100238.42221378674730659 105697.97961118620878551),-58.460701,-34.577906,
LC-2019-0037717,1,2019-01-16,8.0,15,,Point (100777.90553062644903548 105277.62853950007411186),-58.454821,-34.581695,
LC-2019-0043540,1,2019-01-16,19.0,7,,Point (100198.14711503680155147 100097.40157400078896899),-58.461139,-34.628392,
LC-2019-0033821,1,2019-01-17,8.0,11,,Point (95549.60121475050982554 103592.48566320117970463),-58.511814,-34.596876,
LC-2019-0035702,1,2019-01-17,18.0,12,,Point (98160.95369424656382762 109116.28588778078847099),-58.483335,-34.54709,
LC-2019-0036257,1,2019-01-17,21.0,1,,Point (106684.08589923748513684 102115.79420893047063146),-58.390424,-34.610176,
LC-2019-0033646,1,2019-01-17,4.0,13,,Point (100333.42557873325131368 106946.52524963233736344),-58.459666,-34.566651,
LC-2019-0033845,1,2019-01-17,9.0,,,,,,
LC-2019-0034229,4,2019-01-17,10.0,,,,,,
LC-2019-0034601,2,2019-01-17,12.0,10,,Point (96426.08077003528887872 99941.27225417693261988),-58.502275,-34.629793,
LC-2019-0034710,1,2019-01-17,13.0,3,,Point (105201.98613459525222424 101269.87067489918263163),-58.406578,-34.61781,
LC-2019-0034889,1,2019-01-17,13.0,7,,Point (103518.57086100321612321 99376.79327473005105276),-58.424926,-34.634882,
LC-2019-0034914,1,2019-01-17,12.0,10,,Point (96143.70820271738921292 100026.90894241404021159),-58.505354,-34.62902,
LC-2019-0034915,1,2019-01-17,14.0,1,,Point (106950.06850477412808686 101743.08492282674706075),-58.387521,-34.613534,
LC-2019-0034987,1,2019-01-17,14.0,11,,Point (95549.60121475050982554 103592.48566320117970463),-58.511814,-34.596876,
LC-2019-0035011,1,2019-01-17,13.0,14,,Point (105470.50002127325569745 105320.77948947509867139),-58.403676,-34.581292,
LC-2019-0035269,1,2019-01-17,16.0,3,,Point (105244.15747501407167874 102386.72591841443500016),-58.406125,-34.607742,
LC-2019-0035598,1,2019-01-17,16.0,6,,Point (102343.6382389098580461 101624.67575610509084072),-58.437746,-34.614622,
LC-2019-0035843,1,2019-01-17,19.0,2,,Point (105919.33495967468479648 103566.98637567412515637),-58.398772,-34.597099,
LC-2019-0035861,1,2019-01-17,19.0,9,,Point (94016.19498565017420333 97954.51507534198754001),-58.52857,-34.647691,
LC-2019-0035884,1,2019-01-17,16.0,12,,Point (98154.75899091947940178 107991.76305672382295597),-58.483405,-34.557227,
LC-2019-0035947,1,2019-01-17,13.0,1,,Point (107827.4790833160514012 100070.17397618734685238),-58.377939,-34.628608,
LC-2019-0036035,1,2019-01-17,17.0,13,,Point (100385.57849450054345652 107769.97601632980513386),-58.459098,-34.559228,
LC-2019-0036051,1,2019-01-17,20.0,3,,Point (105887.31973749793542083 100511.23207403630658519),-58.3991,-34.624645,
LC-2019-0036157,1,2019-01-17,22.0,15,,Point (102654.35380214269389398 104195.36229961609933525),-58.434366,-34.591448,
LC-2019-0036172,1,2019-01-17,22.0,10,,Point (98829.0537438628525706 98928.07850193844933528),-58.476071,-34.638932,
LC-2019-0036233,1,2019-01-17,22.0,15,,Point (102158.67868906728108414 103360.60517402192635927),-58.439767,-34.598974,
LC-2019-0045960,1,2019-01-17,14.0,1,,Point (107212.2080119738529902 101765.07254341068619397),-58.384663,-34.613334,
LC-2019-0033624,1,2019-01-17,2.0,,,Point (102108.128777288 107087.128651998),,,
LC-2019-0037998,1,2019-01-18,14.0,5,,Point (104386.91605723055545241 102951.92879214801359922),-58.415474,-34.602651,
